time
17
0
10
10
17
14
0
2
3
0
30
0
12
11
4
0
1
2
47
51
5
17
4
3
0
5
1
20
1
3
0
14
11
11
2
37
0
31
13
18
7
3
7
26
17
11
0
37
41
0
57
47
4
39
38
17
5
13
0
16
3
11
41
0
44
1
18
11
7
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
