car_id,trip_id,flag,pickup_time,dropoff_time,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,is_bridge,duration,distance
105,342,1,2007-02-20 17:46:37,2007-02-20 17:47:38,121.5156,31.207,121.5165,31.2103,False,61,0.45253787316645
105,345,1,2007-02-20 17:50:41,2007-02-20 17:51:42,121.5186,31.219,121.5171,31.2235,False,61,0.6430167589927284
105,346,1,2007-02-20 17:52:42,2007-02-20 17:55:46,121.5161,31.2251,121.5151,31.2275,False,184,0.3619547468446458
105,354,1,2007-02-20 18:04:27,2007-02-20 18:05:29,121.4858,31.2236,121.4946,31.2226,False,62,0.9479731277930693
105,356,1,2007-02-20 18:08:31,2007-02-20 18:14:37,121.4926,31.2301,121.502,31.2681,False,366,5.11917699872793
105,358,1,2007-02-20 18:16:40,2007-02-20 18:17:40,121.5063,31.2751,121.5091,31.2758,False,60,0.34393888142950296
105,371,1,2007-02-20 19:42:33,2007-02-20 19:46:37,121.4458,31.2241,121.3926,31.2015,False,244,7.571683113813968
105,385,1,2007-02-20 20:13:28,2007-02-20 20:14:29,121.3885,31.2056,121.3906,31.2085,False,61,0.522189012408699
105,389,1,2007-02-20 20:21:47,2007-02-20 20:23:49,121.4115,31.2051,121.4335,31.1955,False,122,3.1598261400213215
105,390,1,2007-02-20 20:24:50,2007-02-20 20:29:54,121.436,31.1963,121.4525,31.1915,False,304,2.103147761113545
105,393,1,2007-02-20 20:35:35,2007-02-20 20:36:36,121.458,31.1976,121.4618,31.2025,False,61,0.9062905403796833
105,399,1,2007-02-20 20:43:43,2007-02-20 20:44:44,121.4773,31.2135,121.4778,31.2163,False,61,0.35889509029221667
105,400,1,2007-02-20 20:45:45,2007-02-20 20:46:46,121.4793,31.2178,121.4791,31.2191,False,61,0.1635722579277472
105,401,1,2007-02-20 20:47:47,2007-02-20 20:48:48,121.4773,31.2228,121.4805,31.2241,False,61,0.4488389623459872
105,404,1,2007-02-20 20:50:38,2007-02-20 20:52:40,121.4826,31.2261,121.487,31.2236,False,122,0.6963653505635425
105,405,1,2007-02-20 20:53:41,2007-02-20 20:54:42,121.4945,31.2228,121.493,31.2263,False,61,0.5318160984350908
105,416,1,2007-02-20 21:14:20,2007-02-20 21:19:25,121.476,31.2318,121.4243,31.2126,False,305,7.050587934022939
105,423,1,2007-02-20 21:30:27,2007-02-20 21:32:29,121.4286,31.2031,121.4186,31.2058,False,122,1.2513167961881264
105,452,1,2007-02-20 22:59:42,2007-02-20 23:00:43,121.438,31.2453,121.4418,31.2463,False,61,0.47244798516129693
105,454,1,2007-02-20 23:03:46,2007-02-20 23:07:50,121.4531,31.2476,121.4746,31.2283,False,244,4.189944078768356
105,461,1,2007-02-20 23:48:18,2007-02-20 23:58:06,121.4751,31.2281,121.4861,31.2915,False,588,8.095681298944946
106,0,1,2007-02-20 00:00:36,2007-02-20 00:12:48,121.4875,31.3745,121.4243,31.2921,False,732,15.162435576115636
106,2,1,2007-02-20 00:14:50,2007-02-20 00:18:32,121.4236,31.2851,121.4198,31.2713,False,222,1.8955907123707014
106,4,1,2007-02-20 00:20:34,2007-02-20 00:22:36,121.4193,31.2645,121.4166,31.259,False,122,0.8681997018170078
106,10,1,2007-02-20 00:43:29,2007-02-20 00:52:37,121.441,31.2488,121.4058,31.2495,False,548,3.4240565293626757
106,15,1,2007-02-20 01:20:41,2007-02-20 01:22:43,121.4553,31.2395,121.46,31.2311,False,122,1.3808778163934181
106,16,1,2007-02-20 01:23:44,2007-02-20 01:24:45,121.461,31.23,121.463,31.2308,False,61,0.27911992691762144
